 country_id_fk | id | code |           name           |               desc               |  id  | state_id_fk |              code               |            lga_name             
            39 | 36 | FC   | Federal Capital Teritory | Federal Capital Territory, Abuja | 1051 |          36 | BWARI                           | Bwari
            39 | 36 | FC   | Federal Capital Teritory | Federal Capital Territory, Abuja | 1052 |          36 | GWAGWALADA                      | Gwagwalada
            39 | 36 | FC   | Federal Capital Teritory | Federal Capital Territory, Abuja | 1053 |          36 | KUJE                            | Kuje
            39 | 36 | FC   | Federal Capital Teritory | Federal Capital Territory, Abuja | 1054 |          36 | KWALI                           | Kwali
            39 | 36 | FC   | Federal Capital Teritory | Federal Capital Territory, Abuja | 1055 |          36 | MUNICIPAL                       | Municipal
            39 | 14 | GO   | Gombe                    | Gombe State                      | 1056 |          14 | AKKO                            | Akko
            39 | 14 | GO   | Gombe                    | Gombe State                      | 1057 |          14 | BALANGA                         | Balanga
            39 | 14 | GO   | Gombe                    | Gombe State                      | 1058 |          14 | BILLIRI                         | Billiri
            39 | 14 | GO   | Gombe                    | Gombe State                      | 1059 |          14 | DUKKU                           | Dukku
            39 |  3 | AK   | Akwa Ibom                | Akwa Ibom State                  |  823 |           3 | IKA                             | Ika
            39 | 14 | GO   | Gombe                    | Gombe State                      | 1060 |          14 | FUNAKAYE                        | Funakaye
            39 | 14 | GO   | Gombe                    | Gombe State                      | 1061 |          14 | GOMBE                           | Gombe
            39 | 14 | GO   | Gombe                    | Gombe State                      | 1062 |          14 | KALTUNGO                        | Kaltungo
            39 | 14 | GO   | Gombe                    | Gombe State                      | 1063 |          14 | KWAMI                           | Kwami
            39 | 14 | GO   | Gombe                    | Gombe State                      | 1064 |          14 | NAFADA                          | Nafada
            39 | 14 | GO   | Gombe                    | Gombe State                      | 1065 |          14 | SHONGOM                         | Shongom
            39 | 14 | GO   | Gombe                    | Gombe State                      | 1066 |          14 | YALMALTU_DEBA                   | Yalmaltu/ deba
            39 | 15 | IM   | Imo                      | Imo State                        | 1067 |          15 | ABOH_MBAISE                     | Aboh mbaise
            39 | 15 | IM   | Imo                      | Imo State                        | 1068 |          15 | AHIAZU_MBAISE                   | Ahiazu mbaise
            39 | 15 | IM   | Imo                      | Imo State                        | 1069 |          15 | EHIME_MBANO                     | Ehime mbano
            39 | 15 | IM   | Imo                      | Imo State                        | 1070 |          15 | EZINIHITTE_MBAISE               | Ezinihitte mbaise
            39 | 15 | IM   | Imo                      | Imo State                        | 1071 |          15 | IDEATO_NORTH                    | Ideato north
            39 | 15 | IM   | Imo                      | Imo State                        | 1072 |          15 | IDEATO_SOUTH                    | Ideato south
            39 | 15 | IM   | Imo                      | Imo State                        | 1073 |          15 | IHITTE_UBOMA_(ISINWEKE)         | Ihitte/uboma (isinweke)
            39 | 15 | IM   | Imo                      | Imo State                        | 1074 |          15 | IKEDURU_(IHO)                   | Ikeduru (iho)
            39 | 15 | IM   | Imo                      | Imo State                        | 1075 |          15 | ISIALA_MBANO_(UMUELEMAI)        | Isiala mbano (umuelemai)
            39 | 15 | IM   | Imo                      | Imo State                        | 1076 |          15 | ISU_(UMUNDUGBA)                 | Isu (umundugba)
            39 | 15 | IM   | Imo                      | Imo State                        | 1077 |          15 | MBAITOLI_(NWAORIEUBI)           | Mbaitoli (nwaorieubi)
            39 | 15 | IM   | Imo                      | Imo State                        | 1078 |          15 | NGOR_OKPALA_(UMUNEKE)           | Ngor okpala (umuneke)
            39 | 15 | IM   | Imo                      | Imo State                        | 1079 |          15 | NJABA_(NNENASA)                 | Njaba (nnenasa)
            39 | 15 | IM   | Imo                      | Imo State                        | 1080 |          15 | NKWERRE                         | Nkwerre
            39 | 15 | IM   | Imo                      | Imo State                        | 1081 |          15 | NWANGELE_(ONU_NWANGELE_AMAIGBO) | Nwangele (onu-nwangele amaigbo)
            39 | 15 | IM   | Imo                      | Imo State                        | 1082 |          15 | OBOWO_(OTOKO)                   | Obowo (otoko)
            39 | 15 | IM   | Imo                      | Imo State                        | 1083 |          15 | OGUTA_(OGUTA)                   | Oguta (oguta)
            39 | 15 | IM   | Imo                      | Imo State                        | 1084 |          15 | OHAJI_EGBEMA_(MMAHU_EGBEMA)     | Ohaji/egbema (mmahu-egbema)
            39 | 15 | IM   | Imo                      | Imo State                        | 1085 |          15 | OKIGWE_(OKIGWE)                 | Okigwe  (okigwe)
            39 | 15 | IM   | Imo                      | Imo State                        | 1086 |          15 | ONUIMO_(OKWE)                   | Onuimo (okwe)
            39 | 15 | IM   | Imo                      | Imo State                        | 1087 |          15 | ORLU                            | Orlu
            39 | 15 | IM   | Imo                      | Imo State                        | 1088 |          15 | ORSU_(AWO_IDEMILI)              | Orsu (awo idemili)
            39 | 15 | IM   | Imo                      | Imo State                        | 1089 |          15 | ORU_WEST_(MGBIDI)               | Oru west (mgbidi)
            39 | 15 | IM   | Imo                      | Imo State                        | 1090 |          15 | ORU_EAST                        | Oru-east
            39 | 15 | IM   | Imo                      | Imo State                        | 1091 |          15 | OWERRI_NORTH_(ORIE_URATTA)      | Owerri north (orie uratta)
            39 | 15 | IM   | Imo                      | Imo State                        | 1092 |          15 | OWERRI_URBAN_(OWERRI)           | Owerri urban (owerri)
            39 | 15 | IM   | Imo                      | Imo State                        | 1093 |          15 | OWERRI_WEST_(UMUGUMA)           | Owerri west (umuguma)
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1094 |          16 | AUYO                            | Auyo
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1095 |          16 | BABURA                          | Babura
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1096 |          16 | BIRNIN_KUDU                     | Birnin kudu
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1097 |          16 | BIRNIWA                         | Birniwa
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1098 |          16 | BUJI                            | Buji
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1099 |          16 | DUTSE                           | Dutse
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1100 |          16 | GAGARAWA                        | Gagarawa
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1101 |          16 | GARKI                           | Garki
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1102 |          16 | GUMEL                           | Gumel
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1103 |          16 | GURI                            | Guri
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1104 |          16 | GWARAM                          | Gwaram
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1105 |          16 | GWIWA                           | Gwiwa
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1106 |          16 | HADEJIA                         | Hadejia
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1107 |          16 | JAHUN                           | Jahun
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1108 |          16 | KAFIN_HAUSA                     | Kafin hausa
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1109 |          16 | KAUGAMA                         | Kaugama
            39 | 18 | KN   | Kano                     | Kano State                       | 1150 |          18 | DALA                            | Dala
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1110 |          16 | KAZAURE                         | Kazaure
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1111 |          16 | KIRIKA_SAMMA                    | Kirika samma
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1112 |          16 | KIYAWA                          | Kiyawa
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1113 |          16 | MAIGATARI                       | Maigatari
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1114 |          16 | MALAM_MADORI                    | Malam madori
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1115 |          16 | MIGA                            | Miga
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1116 |          16 | RINGIM                          | Ringim
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1117 |          16 | RONI                            | Roni
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1118 |          16 | SULE_TANKARKAR                  | Sule-tankarkar
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1119 |          16 | TAURA                           | Taura
            39 |  5 | BA   | Bauchi                   | Bauchi State                     |  884 |           5 | ZAKI                            | Zaki
            39 | 37 | BY   | Bayelsa                  | Bayelsa State                    |  885 |          37 | BRASS                           | Brass
            39 | 37 | BY   | Bayelsa                  | Bayelsa State                    |  886 |          37 | EKEREMOR                        | Ekeremor
            39 | 37 | BY   | Bayelsa                  | Bayelsa State                    |  887 |          37 | KOLOKUMA_OPOKUMA                | Kolokuma/opokuma
            39 | 37 | BY   | Bayelsa                  | Bayelsa State                    |  888 |          37 | NEMBE                           | Nembe
            39 | 37 | BY   | Bayelsa                  | Bayelsa State                    |  889 |          37 | OGBIA                           | Ogbia
            39 | 37 | BY   | Bayelsa                  | Bayelsa State                    |  890 |          37 | SAGBAMA                         | Sagbama
            39 | 37 | BY   | Bayelsa                  | Bayelsa State                    |  891 |          37 | SOUTHERN_IJAW                   | Southern ijaw
            39 | 37 | BY   | Bayelsa                  | Bayelsa State                    |  892 |          37 | YENAGOA                         | Yenagoa
            39 |  6 | BE   | Benue                    | Benue State                      |  893 |           6 | ADO                             | Ado
            39 |  6 | BE   | Benue                    | Benue State                      |  894 |           6 | AGATU                           | Agatu
            39 |  6 | BE   | Benue                    | Benue State                      |  895 |           6 | APA                             | Apa
            39 |  6 | BE   | Benue                    | Benue State                      |  896 |           6 | BURUKU                          | Buruku
            39 |  6 | BE   | Benue                    | Benue State                      |  897 |           6 | GBOKO                           | Gboko
            39 |  6 | BE   | Benue                    | Benue State                      |  898 |           6 | GUMA                            | Guma
            39 |  6 | BE   | Benue                    | Benue State                      |  899 |           6 | GWER_EAST                       | Gwer east
            39 |  6 | BE   | Benue                    | Benue State                      |  900 |           6 | GWER_WEST                       | Gwer west
            39 |  6 | BE   | Benue                    | Benue State                      |  901 |           6 | KATSINA_ALA                     | Katsina-ala
            39 |  6 | BE   | Benue                    | Benue State                      |  902 |           6 | KONSHISHA                       | Konshisha
            39 |  6 | BE   | Benue                    | Benue State                      |  903 |           6 | KWANDE                          | Kwande
            39 |  6 | BE   | Benue                    | Benue State                      |  904 |           6 | LOGO                            | Logo
            39 |  6 | BE   | Benue                    | Benue State                      |  905 |           6 | MAKURDI                         | Makurdi
            39 |  6 | BE   | Benue                    | Benue State                      |  906 |           6 | OBI                             | Obi
            39 |  6 | BE   | Benue                    | Benue State                      |  907 |           6 | OGBADIBO                        | Ogbadibo
            39 |  6 | BE   | Benue                    | Benue State                      |  908 |           6 | OHIMINI                         | Ohimini
            39 |  6 | BE   | Benue                    | Benue State                      |  909 |           6 | OJU                             | Oju
            39 |  6 | BE   | Benue                    | Benue State                      |  910 |           6 | OKPOKWU                         | Okpokwu
            39 |  6 | BE   | Benue                    | Benue State                      |  911 |           6 | OTUKPO                          | Otukpo
            39 |  6 | BE   | Benue                    | Benue State                      |  912 |           6 | TARKA                           | Tarka
            39 |  6 | BE   | Benue                    | Benue State                      |  913 |           6 | UKUM                            | Ukum
            39 |  6 | BE   | Benue                    | Benue State                      |  914 |           6 | USHONGO                         | Ushongo
            39 |  6 | BE   | Benue                    | Benue State                      |  915 |           6 | VANDEIKYA                       | Vandeikya
            39 |  7 | BO   | Borno                    | Borno State                      |  916 |           7 | ABADAM                          | Abadam
            39 |  7 | BO   | Borno                    | Borno State                      |  917 |           7 | ASKIRA_UBA                      | Askira / uba
            39 |  7 | BO   | Borno                    | Borno State                      |  918 |           7 | BAMA                            | Bama
            39 |  7 | BO   | Borno                    | Borno State                      |  919 |           7 | BAYO                            | Bayo
            39 |  7 | BO   | Borno                    | Borno State                      |  920 |           7 | BIU                             | Biu
            39 |  7 | BO   | Borno                    | Borno State                      |  921 |           7 | CHIBOK                          | Chibok
            39 |  7 | BO   | Borno                    | Borno State                      |  922 |           7 | DAMBOA                          | Damboa
            39 |  7 | BO   | Borno                    | Borno State                      |  923 |           7 | DIKWA                           | Dikwa
            39 |  7 | BO   | Borno                    | Borno State                      |  924 |           7 | GUBIO                           | Gubio
            39 | 16 | JI   | Jigawa                   | Jigawa State                     | 1120 |          16 | YANKWASHI                       | Yankwashi
            39 | 18 | KN   | Kano                     | Kano State                       | 1144 |          18 | AJINGI                          | Ajingi
            39 | 18 | KN   | Kano                     | Kano State                       | 1145 |          18 | ALBASU                          | Albasu
            39 | 18 | KN   | Kano                     | Kano State                       | 1146 |          18 | BAGWAI                          | Bagwai
            39 | 18 | KN   | Kano                     | Kano State                       | 1147 |          18 | BEBEJI                          | Bebeji
            39 | 18 | KN   | Kano                     | Kano State                       | 1148 |          18 | BICHI                           | Bichi
            39 | 18 | KN   | Kano                     | Kano State                       | 1149 |          18 | BUNKURE                         | Bunkure
            39 | 21 | KO   | Kogi                     | Kogi State                       | 1256 |          21 | OFU                             | Ofu
            39 | 18 | KN   | Kano                     | Kano State                       | 1151 |          18 | DANBATA                         | Danbata
            39 | 18 | KN   | Kano                     | Kano State                       | 1152 |          18 | DAWAKI_KUDU                     | Dawaki kudu
            39 | 18 | KN   | Kano                     | Kano State                       | 1153 |          18 | DAWAKI_TOFA                     | Dawaki tofa
            39 | 18 | KN   | Kano                     | Kano State                       | 1154 |          18 | DOGUWA                          | Doguwa
            39 | 18 | KN   | Kano                     | Kano State                       | 1155 |          18 | FAGGE                           | Fagge
            39 | 18 | KN   | Kano                     | Kano State                       | 1156 |          18 | GABASAWA                        | Gabasawa
            39 | 18 | KN   | Kano                     | Kano State                       | 1157 |          18 | GARKO                           | Garko
            39 | 18 | KN   | Kano                     | Kano State                       | 1158 |          18 | GARUN_MALAM                     | Garun malam
            39 | 18 | KN   | Kano                     | Kano State                       | 1159 |          18 | GAYA                            | Gaya
            39 | 18 | KN   | Kano                     | Kano State                       | 1160 |          18 | GEZAWA                          | Gezawa
            39 | 18 | KN   | Kano                     | Kano State                       | 1161 |          18 | GWALE                           | Gwale
            39 | 18 | KN   | Kano                     | Kano State                       | 1162 |          18 | GWARZO                          | Gwarzo
            39 | 18 | KN   | Kano                     | Kano State                       | 1163 |          18 | KABO                            | Kabo
            39 | 18 | KN   | Kano                     | Kano State                       | 1164 |          18 | KANO_MUNICIPAL                  | Kano municipal
            39 | 18 | KN   | Kano                     | Kano State                       | 1165 |          18 | KARAYE                          | Karaye
            39 | 18 | KN   | Kano                     | Kano State                       | 1166 |          18 | KIBIYA                          | Kibiya
            39 | 18 | KN   | Kano                     | Kano State                       | 1167 |          18 | KIRU                            | Kiru
            39 | 18 | KN   | Kano                     | Kano State                       | 1168 |          18 | KUMBOTSO                        | Kumbotso
            39 | 18 | KN   | Kano                     | Kano State                       | 1169 |          18 | KUNCHI                          | Kunchi
            39 | 18 | KN   | Kano                     | Kano State                       | 1170 |          18 | KURA                            | Kura
            39 | 18 | KN   | Kano                     | Kano State                       | 1171 |          18 | MADOBI                          | Madobi
            39 | 18 | KN   | Kano                     | Kano State                       | 1172 |          18 | MAKODA                          | Makoda
            39 | 18 | KN   | Kano                     | Kano State                       | 1173 |          18 | MINJIBIR                        | Minjibir
            39 | 18 | KN   | Kano                     | Kano State                       | 1174 |          18 | NASARAWA                        | Nasarawa
            39 | 18 | KN   | Kano                     | Kano State                       | 1175 |          18 | RANO                            | Rano
            39 | 18 | KN   | Kano                     | Kano State                       | 1176 |          18 | RIMIN_GADO                      | Rimin gado
            39 | 18 | KN   | Kano                     | Kano State                       | 1177 |          18 | ROGO                            | Rogo
            39 | 18 | KN   | Kano                     | Kano State                       | 1178 |          18 | SHANONO                         | Shanono
            39 | 18 | KN   | Kano                     | Kano State                       | 1179 |          18 | SUMAILA                         | Sumaila
            39 | 18 | KN   | Kano                     | Kano State                       | 1180 |          18 | TAKAI                           | Takai
            39 | 18 | KN   | Kano                     | Kano State                       | 1181 |          18 | TARAUNI                         | Tarauni
            39 | 18 | KN   | Kano                     | Kano State                       | 1182 |          18 | TOFA                            | Tofa
            39 | 18 | KN   | Kano                     | Kano State                       | 1183 |          18 | TSANYAWA                        | Tsanyawa
            39 | 18 | KN   | Kano                     | Kano State                       | 1184 |          18 | TUDUN_WADA                      | Tudun wada
            39 | 18 | KN   | Kano                     | Kano State                       | 1185 |          18 | UNGOGO                          | Ungogo
            39 | 18 | KN   | Kano                     | Kano State                       | 1186 |          18 | WARAWA                          | Warawa
            39 | 18 | KN   | Kano                     | Kano State                       | 1187 |          18 | WUDIL                           | Wudil
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1188 |          19 | BAKORI                          | Bakori
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1189 |          19 | BATAGARAWA                      | Batagarawa
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1190 |          19 | BATSARI                         | Batsari
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1191 |          19 | BAURE                           | Baure
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1192 |          19 | BINDAWA                         | Bindawa
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1193 |          19 | CHARANCHI                       | Charanchi
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1194 |          19 | DAN_MUSA                        | Dan musa
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1195 |          19 | DANDUME                         | Dandume
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1196 |          19 | DANJA                           | Danja
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1197 |          19 | DAURA                           | Daura
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1198 |          19 | DUTSI                           | Dutsi
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1199 |          19 | DUTSIN_MA                       | Dutsin-ma
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1200 |          19 | FASKARI                         | Faskari
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1201 |          19 | FUNTUA                          | Funtua
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1202 |          19 | INGAWA                          | Ingawa
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1203 |          19 | JIBIA                           | Jibia
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1204 |          19 | KAFUR                           | Kafur
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1205 |          19 | KAITA                           | Kaita
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1206 |          19 | KANKARA                         | Kankara
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1207 |          19 | KANKIA                          | Kankia
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1208 |          19 | KATSINA                         | Katsina
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1209 |          19 | KURFI                           | Kurfi
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1210 |          19 | KUSADA                          | Kusada
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1211 |          19 | MAI'ADUA                        | Mai'adua
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1212 |          19 | MALUFASHI                       | Malufashi
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1213 |          19 | MANI                            | Mani
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1214 |          19 | MASHI                           | Mashi
            39 |  3 | AK   | Akwa Ibom                | Akwa Ibom State                  |  831 |           3 | NSIT_ATAI                       | Nsit atai
            39 |  3 | AK   | Akwa Ibom                | Akwa Ibom State                  |  832 |           3 | NSIT_IBOM                       | Nsit ibom
            39 |  3 | AK   | Akwa Ibom                | Akwa Ibom State                  |  833 |           3 | NSIT_UBIUM                      | Nsit ubium
            39 |  3 | AK   | Akwa Ibom                | Akwa Ibom State                  |  834 |           3 | OBOT_AKARA                      | Obot akara
            39 |  3 | AK   | Akwa Ibom                | Akwa Ibom State                  |  835 |           3 | OKOBO                           | Okobo
            39 |  3 | AK   | Akwa Ibom                | Akwa Ibom State                  |  836 |           3 | ONNA                            | Onna
            39 |  3 | AK   | Akwa Ibom                | Akwa Ibom State                  |  837 |           3 | ORON                            | Oron
            39 |  3 | AK   | Akwa Ibom                | Akwa Ibom State                  |  838 |           3 | ORUK_ANAM                       | Oruk anam
            39 |  3 | AK   | Akwa Ibom                | Akwa Ibom State                  |  839 |           3 | UDUNG_UKO                       | Udung uko
            39 |  3 | AK   | Akwa Ibom                | Akwa Ibom State                  |  840 |           3 | UKANAFUN                        | Ukanafun
            39 |  3 | AK   | Akwa Ibom                | Akwa Ibom State                  |  841 |           3 | URUAN                           | Uruan
            39 |  3 | AK   | Akwa Ibom                | Akwa Ibom State                  |  842 |           3 | URUE_OFFONG_ORUKO               | Urue offong oruko
            39 |  4 | AN   | Anambra                  | Anambra State                    |  844 |           4 | AGUATA                          | Aguata
            39 |  4 | AN   | Anambra                  | Anambra State                    |  845 |           4 | ANAMBRA_EAST                    | Anambra east
            39 |  4 | AN   | Anambra                  | Anambra State                    |  846 |           4 | ANAMBRA_WEST                    | Anambra west
            39 |  4 | AN   | Anambra                  | Anambra State                    |  847 |           4 | ANAOCHA                         | Anaocha
            39 |  4 | AN   | Anambra                  | Anambra State                    |  848 |           4 | AWKA_NORTH                      | Awka north
            39 |  4 | AN   | Anambra                  | Anambra State                    |  849 |           4 | AWKA_SOUTH                      | Awka south
            39 |  4 | AN   | Anambra                  | Anambra State                    |  850 |           4 | AYAMELUM                        | Ayamelum
            39 |  4 | AN   | Anambra                  | Anambra State                    |  851 |           4 | DUNUKOFIA                       | Dunukofia
            39 |  4 | AN   | Anambra                  | Anambra State                    |  852 |           4 | EKWUSIGO                        | Ekwusigo
            39 |  4 | AN   | Anambra                  | Anambra State                    |  853 |           4 | IDEMILI_NORTH                   | Idemili north
            39 |  4 | AN   | Anambra                  | Anambra State                    |  854 |           4 | IDEMILI_SOUTH                   | Idemili-south
            39 |  4 | AN   | Anambra                  | Anambra State                    |  855 |           4 | IHALA                           | Ihala
            39 |  4 | AN   | Anambra                  | Anambra State                    |  856 |           4 | NJIKOKA                         | Njikoka
            39 |  4 | AN   | Anambra                  | Anambra State                    |  857 |           4 | NNEWI_NORTH                     | Nnewi north
            39 |  4 | AN   | Anambra                  | Anambra State                    |  858 |           4 | NNEWI_SOUTH                     | Nnewi south
            39 |  4 | AN   | Anambra                  | Anambra State                    |  859 |           4 | OGBARU                          | Ogbaru
            39 |  4 | AN   | Anambra                  | Anambra State                    |  860 |           4 | ONITSHA_SOUTH                   | Onitsha -south
            39 |  4 | AN   | Anambra                  | Anambra State                    |  861 |           4 | ONITSHA_NORTH                   | Onitsha-north
            39 |  4 | AN   | Anambra                  | Anambra State                    |  862 |           4 | ORUMBA_SOUTH                    | Orumba  south
            39 |  4 | AN   | Anambra                  | Anambra State                    |  863 |           4 | ORUMBA_NORTH                    | Orumba north
            39 |  4 | AN   | Anambra                  | Anambra State                    |  864 |           4 | OYI                             | Oyi
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1215 |          19 | MATAZU                          | Matazu
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1216 |          19 | MUSAWA                          | Musawa
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1217 |          19 | RIMI                            | Rimi
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1218 |          19 | SABUWA                          | Sabuwa
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1219 |          19 | SAFANA                          | Safana
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1220 |          19 | SANDAMU                         | Sandamu
            39 | 19 | KT   | Katsina                  | Katsina State                    | 1221 |          19 | ZANGO                           | Zango
